Program,Material,Core_Type,Style,Finish_Texture,Glass_Info,Configuration,Size_Width_in,Size_Height_in,Handing,Jamb_Type,Jamb_Casing,Hinge_Finish,Special_Features,Bore_Status,Original_Description,Current_Stock_Item_Number,Lowe's_Pro_Stock_Item_Number
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,36,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"36 PRO 3P CRFT SM UT RH PFJ366NK",5208946,1101991
Interior Pro Express,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,36,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"36 PRO 3P CRFT SM UT LH PFJ366NK",5208947,1101992
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Slab,24,80,,,,,,No,"PROW 24 5PSQ MLD SM HC SLAB",527286,1168726
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Slab,28,80,,,,,,No,"PROW 28 5PSQ MLD SM HC SLAB",527305,1168807
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Slab,30,80,,,,,,No,"PROW 30 5PSQ MLD SM HC SLAB",527327,1169265
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Slab,32,80,,,,,,No,"PROW 32 5PSQ MLD SM HC SLAB",526426,1169275
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Slab,36,80,,,,,,No,"PROW 36 5PSQ MLD SM HC SLAB",526447,1170131
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Bi-fold,24,80,,,,,,2 Door,,"PROW 24 5PNL RSD BIFOLD",5406062,1168797
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Bi-fold,30,80,,,,,,2 Door,,"PROW 30 5PNL RSD BIFOLD",5406064,1169248
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Bi-fold,36,80,,,,,,2 Door,,"PROW 36 5PNL RSD BIFOLD",5406067,1168733
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,24,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"24 PRO MLD 5PNL RSD LH PFJ/356 NK",957420,1101839
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,24,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"24 PRO MLD SPNL RSD RH PFJ/356 NK",957421,6035860
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,28,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"28 PRO MLD 5PNL RSD LH PFJ/356 NK",5405747,1168770
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,28,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"28 PRO MLD 5PNL RSD RH PFJ/356 NK",5405739,1169405
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,30,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"30 PRO MLD 5PNL RSD LH PFJ/356 NK",957422,6035862
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,30,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"30 PRO MLD 5PNL RSD RH PFJ/356 NK",957423,6035864
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,32,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"32 PRO MLD 5PNL RSD LH PFJ/356 NK",957424,6035866
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,32,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"32 PRO MLD 5PNL RSD RH PFJ/356 NK",957425,6035868
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,36,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"36 PRO MLD 5PNL RSD LH PFJ/356 NK",957426,1101845
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,36,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"36 PRO MLD 5PNL RSD RH PFJ/356 NK",957427,6035870
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Bi-hinge,48,80,,Split Jamb,356,Nickel,Ball Catches,,"48 PRO 5P MLD RP PFJ BC NK 356",,5738330
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Bi-hinge,60,80,,Split Jamb,356,Nickel,Ball Catches,,"60 PRO 5P MLD RP PFJ BC NK 356",,5738333
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Bi-hinge,72,80,,Split Jamb,356,Nickel,Ball Catches,,"72 PRO 5P MLD RP PFJ BC NK 356",,5738332
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,24,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"PROW 24 5P MLD HC RH PFJ 376 NK",5509400,1169243
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,24,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"PROW 24 5P MLD HC LH PFJ 376 NK",5509384,1169267
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,28,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"PROW 28 5P MLD HC RH PFJ 376 NK",5509387,1170124
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,28,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"PROW 28 5P MLD HC LH PFJ 376 NK",5509391,1169239
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,30,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"PROW 30 5P MLD HC RH PFJ 376 NK",5509396,1169255
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,30,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"PROW 30 5P MLD HC LH PFJ 376 NK",5509388,1170138
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,32,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"PROW 32 5P MLD HC RH PFJ 376 NK",5509393,1169408
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,32,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"PROW 32 5P MLD HC LH PFJ 376 NK",5509389,1170115
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,36,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"PROW 36 5P MLD HC RH PFJ 376 NK",5509392,1168778
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,36,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"PROW 36 5P MLD HC LH PFJ 376 NK",5509406,1169242
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Bi-hinge,48,80,,Split Jamb,376,Nickel,Ball Catches,,"48 PRO 5P MLD RP PFJ BC NK 376",,5738337
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Bi-hinge,60,80,,Split Jamb,376,Nickel,Ball Catches,,"60 PRO SP MLD RP PFJ BC NK 376",,5738335
Interior Pro Express,Molded,Hollow Core,5 Panel,Raised,,Bi-hinge,72,80,,Split Jamb,376,Nickel,Ball Catches,,"72 PRO 5P MLD RP PFJ BC NK 376",,5738334
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Slab,18,80,,,,,,No,"18 PRO INT 6PNL MLD TX HC SLB (3PNL)",5675100,1101965
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Slab,24,80,,,,,,No,"24 PRO INT 6PNL MLD TX HC SLB",5675101,1101966
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Slab,28,80,,,,,,No,"28 PRO INT 6PNL MLD TX HC SLB",5675103,1101967
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Slab,30,80,,,,,,No,"30 PRO INT 6PNL MLD TX HC SLB",5675105,1101968
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Slab,32,80,,,,,,No,"32 PRO INT 6PNL MLD TX HC SLB.",5675104,1101969
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Slab,36,80,,,,,,No,"36 PRO INT 6PNL MLD TX HC SLB",5675106,1101970
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Slab,24,80,,,,,,Yes,"24-80 PRO 6PNL MLD TX HC SLB BORD",5675114,1101971
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Slab,28,80,,,,,,Yes,"28-80 PRO 6PNL MLD TX HC SLB BORD",5675112,1101972
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Slab,30,80,,,,,,Yes,"30-80 PRO 6PNL MLD TX HC SLB BORD",5675125,1101973
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Slab,32,80,,,,,,Yes,"32-80 PRO 6PNL MLD TX HC SLB BORD",5675118,1101974
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Slab,36,80,,,,,,Yes,"36-80 PRO 6PNL MLD TX HC SLB BORD",5675121,1101975
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-fold,24,80,,,,,,2 Door,,"24 PRO 6PNL MLD TX HC BIFOLD 2DR",5675094,1101686
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-fold,30,80,,,,,,2 Door,,"30 PRO 6PNL MLD TX HC BIFOLD 2DR",5675097,1101687
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-fold,32,80,,,,,,2 Door,,"32 PRO 6PNL MLD TX HC BIFOLD 2DR",5675098,1101688
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-fold,36,80,,,,,,2 Door,,"36 PRO 6PNL MLD TX HC BIFOLD 2DR",5675102,1101689
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,24,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"24 PRO 6PNL MLD TX UT RH NOCSG NK",5675109,1101866
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,24,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"24 PRO 6PNL MLD TX UT LH NOCSG NK",5675110,6035884
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,28,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"28 PRO 6PNL MLD TX UT RH NOCSG NK",5675116,6035886
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,28,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"28 PRO 6PNL MLD TX UT LH NOCSG NK",5675107,6035888
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,30,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"30 PRO 6PNL MLD TX UT RH NOCSG NK",5675108,1101870
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,30,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"30 PRO 6PNL MLD TX UT LH NOCSG NK",5675111,1101871
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,32,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"32 PRO 6PNL MLD TX UT RH NOCSG NK",5675119,6035890
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,32,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"32 PRO 6PNL MLD TX UT LH NOCSG NK",5675117,1101874
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,36,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"36 PRO 6PNL MLD TX UT RH NOCSG NK",5675113,1101875
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,36,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"36 PRO 6PNL MLD TX UT LH NOCSG NK",5675115,6035892
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-hinge,48,80,,Flat Jamb,No Casing,Nickel,Ball Catches,,"48 PRO 6P MLD HC TX PFJBC NK NCSG",,5738385
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-hinge,60,80,,Flat Jamb,No Casing,Nickel,Ball Catches,,"60 PRO 6P MLD HC TX PFJBC NK NCSG",,5738382
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-hinge,72,80,,Flat Jamb,No Casing,Nickel,Ball Catches,,"72 PRO 6P MLD HC TX PFJBC NK NCSG",,5738383
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,24,80,Right-Hand,"6-9/16"" Split Jamb",356,Nickel,,Bored,"24 PRO 6PNL 6-9/16 RH PFJ 356",9789,6035872
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,24,80,Left-Hand,"6-9/16"" Split Jamb",356,Nickel,,Bored,"24 PRO 6PNL 6-9/16 LH PFJ 356",9790,1101857
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,28,80,Right-Hand,"6-9/16"" Split Jamb",356,Nickel,,Bored,"28 PRO 6PNL 6-9/16 RH PFJ 356",9791,6035874
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,28,80,Left-Hand,"6-9/16"" Split Jamb",356,Nickel,,Bored,"28 PRO 6PNL 6-9/16 LH PFJ 356",9792,6035876
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,30,80,Right-Hand,"6-9/16"" Split Jamb",356,Nickel,,Bored,"30 PRO 6PNL 6-9/16 RH PFJ 356",9793,1101860
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,30,80,Left-Hand,"6-9/16"" Split Jamb",356,Nickel,,Bored,"30 PRO 6PNL 6-9/16 LH PFJ 356",9794,1101861
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,32,80,Right-Hand,"6-9/16"" Split Jamb",356,Nickel,,Bored,"32 PRO 6PNL 6-9/16 RH PFJ 356",9795,6035878
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,32,80,Left-Hand,"6-9/16"" Split Jamb",356,Nickel,,Bored,"32 PRO 6PNL 6-9/16 LH PFJ 356",9796,6035880
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,36,80,Right-Hand,"6-9/16"" Split Jamb",356,Nickel,,Bored,"36 PRO 6PNL 6-9/16 RH PFJ 356",9797,6035882
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,36,80,Left-Hand,"6-9/16"" Split Jamb",356,Nickel,,Bored,"36 PRO 6PNL 6-9/16 LH PFJ 356",9798,1101865
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-hinge,48,80,,"6-9/16"" Flat Jamb",No Casing,Nickel,Ball Catches,,"48 PRO 6P MLD HC 6 PFJ BC NK NCSG 6-916/",,5738381
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-hinge,60,80,,"6-9/16"" Flat Jamb",No Casing,Nickel,Ball Catches,,"60 PRO 6P MLD HC 6 PFJ BC NK NCSG 6-9/16",,5738380
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-hinge,72,80,,"6-9/16"" Flat Jamb",No Casing,Nickel,Ball Catches,,"72 PRO 6P MLD HC 6 PFJ BC NK NCSG 6-9/16",,5738379
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,18,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"18 PRO 6PNL MLD TX UT RH PFJ/NK 356",338798,1101903
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,18,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"18 PRO 6PNL MLD TX UT LH PFJ/NK 356",338799,1101904
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,24,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"24 PRO GPNL MLD TX UT RH PFJ/NK 356",43359,6035894
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,24,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"24 PRO 6PNL MLD TX UT LH PFJ/NK 356",44035,1101878
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,28,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"28 PRO 6PNL MLD TX UT RH PFJ/NK 356",47025,1101879
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,28,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"28 PRO 6PNL MLD TX UT LH PFJ/NK 356",47422,1101880
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,30,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"30 PRO 6PNL MLD TX UT RH PFJ/NK 356",49504,1101881
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,30,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"30 PRO 6PNL MLD TX UT LH PFJ/NK 356",49706,1101882
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,32,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"32 PRO 6PNL MLD TX UT RH PFJ/NK 356",49957,1101883
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,32,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"32 PRO 6PNL MLD TX UT LH PFJ/NK 356",49962,6035896
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,36,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"36 PRO 6PNL MLD TX UT RH PFJ/NK 356",50820,1101885
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,36,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"36 PRO 6PNL MLD TX UT LH PFJ/NK 356",51025,1101886
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-hinge,48,80,,Split Jamb,356,Nickel,Ball Catches,,"48 PRO 6PNL MLD TX UT BH PFJ356NK",,1101901
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-hinge,60,80,,Split Jamb,356,Nickel,Ball Catches,,"60 PRO 6PNL MLD TX UT BH PFJ356NK",,1101902
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-hinge,72,80,,Split Jamb,356,Nickel,Ball Catches,,"72 PRO 6PNL MLD TX UT BH PFJ356NK",,5738386
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,18,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"18 PRO GPNL MLD TX UT RH PFJ 366NK",205594,1101897
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,18,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"18 PRO 6PNL MLD TX UT LH PFJ 366NK",205595,1101898
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,24,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"24 PRO 6PNL MLD TX UT RH PFJ366NK",125154,1101887
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,24,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"24 PRO 6PNL MLD TX UT LH PFJ366NK",125156,1101888
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,28,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"28 PRO 6PNL MLD TX UT RH PFJ366NK",125159,6035898
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,28,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"28 PRO 6PNL MLD TX UT LH PFJ366NK",125161,1101890
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,30,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"30 PRO 6PNL MLD TX UT RH PFJ366NK",125162,6035900
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,30,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"30 PRO 6PNL MLD TX UT LH PFJ366NK",125165,1101892
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,32,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"32 PRO 6PNL MLD TX UT RH PFJ366NK",125169,1101893
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,32,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"32 PRO 6PNL MLD TX UT LH PFJ366NK",125170,1101894
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,36,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"36 PRO 6PNL MLD TX UT RH PFJ366NK",125171,1101895
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,36,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"36 PRO 6PNL MLD TX UT LH PFJ366NK",125173,1101896
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-hinge,48,80,,Split Jamb,366,Nickel,Ball Catches,,"48 PRO 6PNL MLD TX UT BH PFJ366NK",,1101899
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-hinge,60,80,,Split Jamb,366,Nickel,Ball Catches,,"60 PRO 6PNL MLD TX UT BH PFJ366NK",,1101900
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-hinge,72,80,,Split Jamb,366,Nickel,Ball Catches,,"72 PRO 6PNL MLD TX UT BH PFJ366NK",,5738387
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,18,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"18 PRO 6PNL MLD TX UT RH PFJ376NK",361486,1101905
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,18,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"18 PRO 6PNL MLD TX UT LH PFJ376NK",361488,1101906
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,24,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"24 PRO 6PNL MLD TX UT RH PFJ376NK",361490,1101907
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,24,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"24 PRO 6PNL MLD TX UT LH PFJ376NK",361493,1101908
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,28,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"28 PRO 6PNL MLD TX UT RH PFJ376NK",361495,1101909
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,28,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"28 PRO 6PNL MLD TX UT LH PFJ376NK",361496,1101910
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,30,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"30 PRO 6PNL MLD TX UT RH PFJ376NK",361497,1101911
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,30,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"30 PRO 6PNL MLD TX UT LH PFJ376NK",361499,1101912
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,32,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"32 PRO 6PNL MLD TX UT RH PFJ376NK",361500,1101913
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,32,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"32 PRO 6PNL MLD TX UT LH PFJ376NK",361501,1101914
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,36,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"36 PRO 6PNL MLD TX UT RH PFJ376NK",361502,1101915
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,36,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"36 PRO 6PNL MLD TX UT LH PFJ376NK",361504,6035908
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-hinge,48,80,,Split Jamb,376,Nickel,Ball Catches,,"48 PRO 6P MLD HC TX PFJ BC NK 376",,1101917
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-hinge,60,80,,Split Jamb,376,Nickel,Ball Catches,,"60 PRO 6P MLD HC TX PFJ BC NK 376",,5738388
Interior Pro Express,Molded,Hollow Core,6 Panel,Textured,,Bi-hinge,72,80,,Split Jamb,376,Nickel,Ball Catches,,"72 PRO 6P MLD HC TX PFJ BC NK 376",,5738384
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Slab,24,80,,,,,,No,"24 PRO 6PNL MLD TX SC SLAB 1-3/8",5675095,1101976
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Slab,28,80,,,,,,No,"28 PRO 6PNL MLD TX SC SLAB 1-3/8",5675092,1101977
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Slab,30,80,,,,,,No,"30 PRO 6PNL MLD TX SC SLAB 1-3/8",5675093,1101978
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Slab,32,80,,,,,,No,"32 PRO 6PNL MLD TX SC SLAB 1-3/8",5675099,1101979
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Slab,36,80,,,,,,No,"36 PRO 6PNL MLD TX SC SLAB 1-3/8",5675096,1101980
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"24 PRO 6PNL MLD TX SC UT RH FLTNK",5675181,1101928
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"24 PRO 6PNL MLD TX SC UT LH FLTNK",5675190,1101929
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,28,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"28 PRO 6PNL MLD TX SC UT RH FLTNK",5675193,6035926
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,28,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"28 PRO 6PNL MLD TX SC UT LH FLTNK",5675187,1101931
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,30,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"30 PRO 6PNL MLD TX SC UT RH FLTNK",5675196,6035928
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,30,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"30 PRO 6PNL MLD TX SC UT LH FLTNK",5675197,6035930
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,32,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"32 PRO 6PNL MLD TX SC UT RH FLTNK",5675194,6035932
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,32,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"32 PRO 6PNL MLD TX SC UT LH FLTNK",5675188,6035934
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,36,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"36 PRO 6PNL MLD TX SC UT RH FLTNK",5675191,6035936
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,36,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"36 PRO 6PNL MLD TX SC UT LH FLTNK",5675189,1101937
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"PROW 24 6P MLD SC RH PFJ 356 NK",5509432,1168799
